איבערפלעכטן זיך	переплетаться, сплетаться איבער׀פרעג׀ן (איבערגעפרעגט) 1. переспрашивать 2. расспрашивать איבער׀פרעס׀ן זיך (איבערגעפרעסן זיך) объедаться, обжираться איבער׀צאָל׀ן (איבערגעצאָלט) переплачивать
איבערצוג מ ־ן	покрышка, чехол, покров
איבערצי מ ־ען	1. чехол (особ. для стула, кресла) 2. переезд (на новое место жительства)
איבערצייגונג וו ־ען	убеждение
איבער׀צייג׀ן (איבערגעצייגט)	убеждать
איבערצייטיק א	переспелый, перезрелый איבער׀צייל׀ן (איבערגעציילט) (по)считать, сосчитывать, подсчитывать; пересчитывать איבער׀ציִ׀ען (איבערגעצויגן) (מיט) обтягивать чем-л., натягивать что-л.
l איבערציִען דאָס שטריקל	терять чувство меры; пересаливать перен.
l איבערציִען זיך	переезжать, перебираться, переселяться
l איבערציִען זיך מיט	покрываться (заполняться, усеиваться чем-л. по поверхности) איבערציִער מ ־ס уст. пальто איבער׀צלמ׀ען [איבערציילעמען] זיך (איבערגעצלמט [איבערגעציילעמט] זיך) перекреститься, осенять себя крестом/крестным знамением איבער׀קאָכ׀ן (איבערגעקאָכט) 1. переваривать (варить слишком долго) 2. переваривать физиол.
l איבערקאָכן זיך	1) перевариваться физиол. 2) отходить, переставать волноваться/ сердиться איבער׀קוואַליפיציר׀ן (איבערקוואַליפיצירט) переквалифицировать איבער׀קויפ׀ן (איבערגעקויפט) 1. подкупать 2. перекупать, откупать איבער׀קוליע׀ן זיך (איבערגעקוליעט זיך) перекувыркиваться; катиться кувырком איבער׀קומ׀ען (איז איבערגעקומען) (אק.) 1. преодолевать, превозмогать, побеждать что-л., справляться с чем-л. 2. проходить через что-л. (оставаясь в живых, уцелев), пережить что-л.
l איבערקומען אויף	попадать куда-л., оказываться где-л. (во власти чего-л. неприятного, мучительного), доходить до (какого-л. нежелательного, тяжёлого состояния)
איבערקומען אויף דלות [דאלעס]	дойти до нищеты, оказаться в тисках нужды
איבערקוק מ ־ן	пересмотр; просмотр; смотр איבער׀קוק׀ן (איבערגעקוקט) 1. рассматривать, осматривать; пересматривать (всё, многое); проверять
איבערקוקן די בריוו	пересмотреть/ перебрать письма 2. просматривать, проглядывать (бегло знакомиться) 3. пересматривать (обсуждать заново)
איבערקוקן דעם אורטייל	пересмотреть приговор
l איבערקוקן זיך	обмениваться взглядами, переглядываться איבער׀קיי׀ען (איבערגעקייט) 1. пережёвывать, разжёвывать 2. повторять одно и то же; жевать жвачку перен.; тянуть всё ту же песню перен.
איבערקלאַנג מ ־ען	перегласовка лингв. איבער׀קליג׀ן (איבערגעקליגט) перехитрить; обходить, обманывать איבער׀קלייב׀ן (איבערגעקליבן) 1. перебирать (разбирая, сортируя)
איבערקלייבן די גרויפּן	перебрать крупу 2. проявлять разборчивость; неодобр. привередничать
l איבערקלייבן זיך	переезжать, перебираться, переселяться
איבערקלייבער מ ־ס (וו ־קע)	разборчивый/ привередливый человек
איבערקלייבעריש א, אדוו.	разборчивый, требовательный, привередливый, прихотливый; разборчиво, привередливо איבער׀קלייד׀ן (איבערגעקליידט) אק. переодевать кого-л.
איבערקליידן זיך	переодеваться איבער׀קלינג׀ען (איבערגעקלונגען) (про)звенеть, (про)звонить, (про)звучать; (про)греметь
l איבערקלינגען זיך	издавать перезвон איבער׀קלער׀ן (איבערגעקלערט) 1. обдумывать, взвешивать; передумывать (многое) 2. колебаться, раздумывать ניט איבערקלערנדיק קומען צו הילף не задуматься прийти на помощь 3. беспокоиться, волноваться, тревожиться איבער׀קנעט׀ן (איבערגעקנאָטן,
איבערגעקנעט)	(заново) месить, перемешивать איבער׀קער׀ן (איבערגעקערט) 1. переворачивать (поворачивать противоположной стороной); (вверх дном тж.) опрокидывать איבערקערן דעם פאַרוווּנדעטן
אויף דער אַנדערער זייט	повернуть/ перевернуть раненого на другую сторону, перевернуть раненого 2. переворачивать (приводить в беспорядок)
איבערקערן דאָס הויז	перевернуть всё в доме вверх дном
l איבערקערן זיך	переворачиваться; опрокидываться
איבערקערעניש ז ־ן	1. беспорядок, хаос, развал, разгром 2. переворот איבער׀קרימ׀ען (איבערגעקרימט) передразнивать
איבערראַשונג וו ־ען	изумление איבער׀ראַש׀ן (איבערגעראַשט) изумлять, удивлять, поражать איבער׀רופ׀ן זיך (איבערגערופן זיך) перекликаться прям. и перен.
איבעררוק מ ־ן	сдвиг, смещение, перемещение, передвижение, передвижка
איבער׀רוק׀ן (איבערגערוקט)	передвигать, перемещать, смещать איבער׀רייד׀ן זען איבעררעדן
איבעררייס מ ־ן	перерыв; (между уроками, лекциями тж.) перемена
איבער׀רייס׀ן (איבערגעריסן)	1. (по)рвать (надвое), перерывать, обрывать 2. прекращать, прерывать, (резко, сразу тж.) обрывать; разъединять (говорящих по телефону); размыкать (электрическую цепь) איבעררייסן די רייד אין מיטן וואָרט оборвать разговор на полуслове 3. порывать, разрывать, рвать (знакомство, отношения) איבער׀רעד׀ן (איבערגערעדט) (אק.) 1. уговаривать, убеждать 2. переговаривать (говорить громче других, заставлять других замолчать)
l איבעררעדן	выражать неудовольствие, осуждать; заниматься пересудами, сплетнями, судачить
l איבעררעדן מיט	переговорить, поговорить с кем-л. איבער׀רעכענ׀ען (איבערגערעכנט) 1. перечислять 2. пересчитывать (считать заново) 3. продавать по завышенной цене
l איבעררעכענען זיך	передумывать, одумываться, раздумывать איבער׀שאַצ׀ן (איבערגעשאַצט) переоценивать (оценивать слишком высоко) ער האָט איבערגעשאַצט זיינע כּוחות
[קויכעס]	в полк прибыло свежее пополнение 4. свежий, новый, недавний
איבערשטופּן די שלעכטע צייטן	кое-как пережить трудные времена, перекантоваться איבערשטופּן דעם טאָג מיט אַ שטיקל ברויט кое-как обойтись за день куском хлеба איבער׀שטייג׀ן (איבערגעשטייגט, איבערגעשטיגן) превышать; превосходить איבער׀שטיי׀ן* (איז איבערגעשטאַנען) (אק.) 1. пережидать איבערשטיין די נאַכט переждать ночь 2. вытерпливать, переносить איבער׀שטימ׀ען (איבערגעשטימט) 1. ставить на повторное голосование, переголосовывать 2. забаллотировать, не избрать איבער׀שטעל׀ן (איבערגעשטעלט) 1. переставлять (ставить на другое место), перемещать, передвигать
איבערשטעלן דעם ווייזער	передвинуть/ перевести стрелку часов 2. переставлять (менять местами)
איבערשטעלן דאָס מעבל	переставить мебель 3. переключать, переходить (на другую волну, станцию и т. п.) 4. преобразовывать, изменять l איבערשטעלן זיך פון איין פוס אויפן
איבער׀שיק׀ן (איבערגעשיקט)	пересылать, переправлять; (деньги тж.) переводить איבער׀שלאָג׀ן (איבערגעשלאָגן) (מיט) 1. обтягивать чем-л., натягивать что-л. (особ. на подушку, перину) 2. мешать, смешивать 3. перебивать (мешать говорить)
איבערשלאָגן דאט. די רייד	перебивать, прерывать кого-л. איבער׀שלאָפ׀ן (איבערגעשלאָפן) (про)спать (быть какое-л. время в состоянии сна)
איבערשלאָפן די נאַכט	тж. переспать (ночь), (пере)ночевать
איבערשלאָפן זיך	выс(ы)паться איבער׀שליס׀ן (איבערגעשלאָסן) 1. переключать тех.
איבערשליסן דעם טעלעפאָן	переключить телефон 2. заключать заново, перезаключать (договор и т. п.) איבער׀שמועס׀ן (זיך) (איבערגעשמועסט
(זיך)) מיט	переговорить, поговорить с кем-л.
איבער׀שנייד׀ן (איבערגעשניטן)	резать, разрезать (надвое), перерезать, перерезывать
איבערשניידן זיך	пересекаться
איבערשעה [איבערשאָ] וו ־ען	обычно мн. сверхурочные часы, сверхурочное время
אַרבעטן איבערשעהען	работать сверхурочно איבער׀שפּאַנ׀ען (איבערגעשפּאַנט) 1. перешагивать 2. перепрягать איבער׀שפּאַר׀ן (איבערגעשפּאַרט) 1. противоречить, возражать 2. побеждать в споре; переспорить איבער׀שפּיל׀ן (איבערגעשפּילט) переигрывать (вновь играть; играть ненатурально) איבער׀שפּיצ׀ן (איבערגעשפּיצט) превосходить в хитрости, перехитрить איבער׀שפּרייז׀ן (איבערגעשפּרייזט) 1. переступать, перешагивать 2. нарушать, обходить (закон и т. п.) איבער׀שפּרינג׀ען (איז איבערגעשפּרונגען) перепрыгивать, перескакивать איבערשפּרינגען איבערן פּאַרקן перепрыгнуть забор איבער׀שרייב׀ן (איבערגעשריבן) 1. переписывать (копировать); списывать 2. переписывать (составлять список, опись кого-л., чего-л.)
l איבערשרייבן זיך	переписываться איבער׀שריי׀ען (איבערגעשריגן) перекрикивать
איבערשרעק מ	испуг, перепуг איבער׀שרעק׀ן (איבערגעשראָקן) (ис)пугать, напугать, перепугать
איבערשרעקן זיך	(ис)пугаться, перепугаться; (с)трусить, перетрусить
איגנאָראַנט מ ־ן (וו ־קע)	невежда
איגנאָריר׀ן (איגנאָרירט)	игнорировать
איגרעק מ ־ן	игрек איד מ ־ן זען ייִד
אידיאָט [дьё] מ ־ן	идиот
אידיאָטיזם [дьё] מ ־ען	идиотизм, идиотство
אידיאָטיש [дьё] א	идиотский
אידיאָטישקייט [дьё] וו ־ן	идиотизм, идиотство
אידיאָם [дьё] מ ־ען	идиома
אידיאָמאַטיש [дьё] א	идиоматический אידיאָסינקראַזיע [дьё..зье] וו ־ס идиосинкразия
אידיי וו ־ען	идея
אידיליע [лье] וו ־ס	идиллия אידיש א, ז זען ייִדיש
אידעאַל 1. א	идеальный
אידעאַל 2. מ ־ן	идеал
אידעאָלאָגיע וו ־ס	идеология
אידעאָלאָגיש א	идеологический, идейный
אידעאַליזם מ	идеализм
אידעאַליסט מ ־ן (וו ־קע)	идеалист
אידעאַליסטיש א	идеалистический
אידעיִש א	идейный
אידענטיטעט וו ־ן	идентичность אידענטיפיציר׀ן (אידענטיפיצירט) идентифицировать; отождествлять
אידענטיש א	идентичный; тождественный אידעע וו ־ס זען אידיי אי''ה זען אם־ירצה־השם
איוב [איִעוו] אג''נ מ	1. библ. ¸ов
איובס יסורים [יעסורים]	страдания ¸ова, жестокие страдания
איובס בשׂורות [פּסורעס]	ужасные новости 2. ºнига ¸ова
איוודע וואָך אדוו.	на следующей/ будущей неделе; после ближайшей субботы
איז 1. (אינפ. זיין)	есть (3-е л. ед. ч. наст. вр. глагола быть; на русский язык обычно не переводится)
ער איז א סטודענט	он студент
איז 2. בינדוו.	так, значит, в таком случае, следовательно; (после придаточного предложения со значением условия тж.) то; (в начале реплики тж.) итак
איז וואָס ווילסטו טאָןЯ	так что же ты хочешь делатьЯ; итак, что же ты хочешь делатьЯ אויב איר וועט בלייבן, איז וועל איך אויך
בלייבן	если вы останетесь, то и я останусь
ניט מיט גוטן איז מיט בייזן	посл. не мытьём, так катаньем
ניט היינט – איז מאָרגן	не сегодня-завтра
איז נאָך בעסער	тем лучше
איזאָלאַטאָר מ ־ס	изолятор
איזאָלאַציע וו ־ס, איזאָלירונג וו ־ען	изоляция
איזאָליר׀ן (איזאָלירט)	изолировать
איזבאַווע׀ן (איזבאַוועט)	(ис)портить
איזבאָרשטשיק מ ־עס	уст. сборщик налогов איזדיעקעווע׀ן זיך (איזדיעקעוועט זיך) [де] издеваться, измываться, глумиться
איזוואָשטשיק מ ־עס	извозчик
איזן	шутл. быть
איזן איז ער	он-то есть; он вправду есть; он есть, как не быть איזניוכע׀ן זיך (איזניוכעט זיך) [ню] неодобр. снюхиваться (сближаться, сговариваться) איטאַליע [лье] אג''נ וו ¸талия
איטאַליעניש [лье] 1. א	итальянский
איטאַליעניש [лье] 2. ז	итальянский язык
איטאַליענער [лье] מ = (וו ־ין)	итальянец איטלעך א (בלויז אטריב. איטלעכ׀ער, ז נאָמ./אק.
איטלעכ(ס))	каждый, всякий, любой
איטלעך קינד האָט ליב שפּילצייג	каждый ребёнок любит игрушки איטלעכער מענטש האָט זיך זיין געשמאַק всякий человек имеет свой вкус
איטלעכ׀ער פּראָנ.	каждый, всякий, любой
איטלעכער ווייסט דאָס	любой знает это
איי ¹ ז ־ער	яйцо עס איז ניט ווערט קיין אויסגעבלאָזן איי это выеденного яйца не стоит איי ² אינט. эй! (для предупреждения об опасности и т. п.)
איי! 1. אינט.	ах! (выражает восхищение, нетерпение); ох!, фу! (выражает сожаление, досаду)
איי זינגט ער!	ах, как он поёт!
איי גענוג שוין!	ах, довольно; ах, отстань(те)!
איי, נאָך אַ מאָל פאַרשפּילט!	ох, снова проиграл!
איי 2. בינדוו.	спрашивается (в риторических вопросах, предвосхищающих возражения собеседника) ער איז גרייט. איי פאַר וואָס גייט ער ניטЯ
ווייל...	¾н готов. ¿очему же он не идёт, спрашиваетсяЯ ¿отому что...
איי־איי אינט.	ах!, батюшки!, боже (мой)!; чёрт возьми! איי־איי וויפל מענטשן! батюшки, сколько людей! איי־איי־איי אינט.:
ניט אַזוי איי־איי־איי	ничего особенного; не бог весть как(ой); ни шатко ни валко
אייביק א, אדוו.	вечный; вечно
דער וואָס לעבט אייביק	¿редвечный, ±ог
אויף אייביק	навечно, навек(и)
פון אייביק אָן, פון אייביקע צייטן	испокон веку/веков
אייביקייט וו ־ן	вечность אייבעלע ז ־ך דימ. פון אויבל
אייבער..	1. старший; высший; верховный
אייבערקאָמאַנדיר	старший/высший командир
אייבערגעריכט	верховный суд 2. верхний; (о реке тж.) верховье
אייבערדעק	верхняя палуба
אייבערריין	верхний Àейн, верховье Àейна
אייבערהאַנט וו	превосходство, перевес; преобладание, господство
האָב׀ן* די אייבערהאַנט	тж. преобладать, господствовать
קריג׀ן די אייבערהאַנט (איבער)	одерживать/ брать верх над..., получать перевес
אייבערהאַר מ ־ן	властелин, властитель אייבערהאַרשאַפט וו верховная власть, владычество אייבערהסברה [אייבערהאזבאָרע] וו (מצ.
אייבערהסברות)	уловка, увёртка, хитрость אייבערהערשאַפט וו זען אייבערהאַרשאַפט
אייבערטאָן מ ..טענער	1. обертон муз. 2. (слишком) высокий тон, высокая нота; мн. тж. верхи
אייבערפלאַך וו ־ן	поверхность
אייבערפלעכלעך א, אדוו.	поверхностный; поверхностно אייבערשט א (בלויז אטריב. פ. אייבערשט׀ער) верхний
דאָס אייבערשטע פון שטייסל	1) пест(ик) 2) перен. лучшее, отборное, сливки
אייבערשטיבל ז ־עך	чердак; мансарда; мезонин; антресоли
אייבערשט׀ער מ דעק.	²севышний, ±ог
אייבערשפּיצל ז ־עך	хитрость, уловка
אייגל ז ־עך (דימ. פון אויג)	1. глазок, глазик 2. ячейка (сети); петля (в вязании) 3. глазок (небольшое отверстие); очко
אייג_ן א	1. собственный, свой
די אייגענע	свои, родные в знач. сущ.; родня
אַן אייגענ׀ער מענטש	свой человек (родной или связанный близкими отношениями, совместной деятельностью, такой, которому можно доверять)
האָב׀ן* אק. אַן/פּאָס. אייגנס	иметь в своей собственности, иметь свои(х), иметь свои собственные/своих собственных זי האָט איר אייגנס צוויי הייזער у неё свои (собственные) два дома 2. тот же, тот (же) самый
דאָס אייגענע	то же самое, одно и то же
אייגנאַרטיק א	своеобразный; самобытный; особенный; характерный (с резко выраженными чертами)
l אייגנאַרטיק (פאר)	присущий, свойственный кому-л., чему-л.; характерный для кого-л., чего-л.
אייגנהענטיק א, אדוו.	собственноручный; собственноручно
אייגנוויליק א, אדוו.	своевольный, самовольный; своевольно, самовольно
אייגנטום ז ־ען	собственность
אייגנטימער מ ־ס (וו ־ין)	собственник, владелец, хозяин
אייגנטלעך 1. א	1. собственный (фактический, действительный)
אין אייגנטלעכן זינען	в собственном смысле 2. собственно (указывает на самую важную часть чего-л.) ד׀י אייגנטלעכ׀ע שטאָט און פאָרשטאָט собственно город и пригород
אייגנטלעך 2. אדוו.	собственно (говоря)
וואָס, אייגנטלעך, וויל ערЯ	чего он, собственно, хочетЯ
אייגנליבע וו	самолюбие; себялюбие
אייגננאָמען מ ..נעמען	грам. имя собственное
אייגננוץ מ	корысть
צוליב אייגננוץ	с корыстной целью
אָן אייגננוץ	бескорыстно
אייגננוציק א, אדוו.	(свое)корыстный; с корыстной целью, своекорыстно אייגננוציקייט וו своекорыстие, (свое)корыстность אייגננעמען מצ. זען אייגננאָמען
אייגנס 1. ז	собственность, имущество; достояние; богатство אייגנס 2. א זען אייגן
אייגנס 3. אדוו.	определённо, точно, ясно
אייגנשאַפט וו ־ן	свойство, качество; черта די נוצלעכע אייגנשאַפטן פון מעטאַלן полезные свойства металлов געדולד איז אַ גוטע אייגנשאַפט терпение – хорошее качество/хорошая черта אייגעלע ז ־ך דימ. 2 זען אויג
מאַכ׀ן אייגעלעך דאט.	строить глазки кому-л.
אייגעניק וו	евгеника אייגענ׀ער מ דעק. זען אייגן
אייד_ל 1. א	1. благородный 2. вежливый, учтивый; мягкий, нежный, деликатный; тонкий (в обращении)
איידל גערעדט	мягко выражаясь 3. тонкий, изысканный, изящный
איידעלע געזיכט־שטריכן	тонкие черты лица 4. тонкий, изысканный, утончённый
אַן איידעל׀ער געשמאַק	тонкий вкус 5. тонкий, искусный
אַן איידעל׀ע אַרבעט	тонкая работа 6. хрупкий, слабый
איידל 2. אדוו.	1. благородно 2. вежливо, мягко, деликатно 3.:
איידל געפּאַטשקעט	шутл. изнеженный, избалованный, не привыкший к трудностям, неженка; не приученный к труду, белоручка
איידלמוט מ	благородство, великодушие
איידלקייט וו ־ן	1. учтивость, вежливость, приличие; нежность, мягкость, деликатность; тонкость (в обращении) 2. тонкость, изящество; изысканность; утончённость
איידלשטיין מ ־ער	драгоценный камень; самоцвет
איידעם מ ־(ע)ס	зять (муж дочери)
איידער בינדוו.	1. перед тем/до того, как; прежде/раньше чем
איידער איך קום	прежде чем я приду
איידער וואָס ווען	1) пока (что); пока суд да дело 2) в два счёта; не успел опомниться, как 2. чем после сравн. ст.
ער איז קליגער איידער איך	он умнее, чем я; он умнее меня 3. чем (вместо того, чтобы) איידער שרייבן, וואָלט איר בעסער
דערקלערט מינדלעך	чем писать, вы бы лучше устно объяснили איי וואָס בינדוו. זען איי פאַר וואָס אין איי 2. אייוול ז ־עך דימ. זען אויוון ¹
אייז ז	лёд
אייז קאַלט	холодный как лёд, ледяной
אייזבאַרג מ ..בערג	айсберг
אייזבער מ ־ן	белый медведь
אייז־ים [־יאם] מ	Áеверный »едовитый океан
אייזל מ ־ען (וו ־טע)	осёл
האָרעווע׀ן ווי אַן אייזל	работать как вол
אייזליכטל ז ־עך	сосулька
אייזן 1. ז ־ס	железо (металл)
אייזן שטאַרק	крепкий как железо
געזונט אייזן	железного здоровья
נויט ברעכט אייזן	посл. нужда испытывает человека
אייזן 2. מ, ז (מצ. ־ס, אייזענעס)	1. кусок железа; железный инструмент (заступ, лом и т. п.) 2. утюг
אייזנבאַן וו ־ען	железная дорога
אייזן־בעטאָן מ	железобетон
אייזנברעך ז	железный лом (старое железо)
אייזנוואַרג ז	железо (вещи из железа); скобяной товар, скобяные изделия
אייזנקראָם וו ־ען	железная лавка
אייזערן א	железный
אייזערנ׀ער מוח [מויעך]/קאָפּ	мощный ум
אייזצאַפּן מ ־ס	сосулька
אייזקאַסטן מ ־ס	холодильник
אייזקרעם מ	мороженое
אייטאַנאַזיע [зье] וו	эвтаназия
אייטל אדוו.	только (ничего другого), в чистом виде
אייטער מ	гной
אייטער מ ־ס	вымя
אייטערדיק א	гнойный; гноящийся
אייטער׀ן (געאייטערט)	гноиться, нагнаиваться
אייך פּראָנ. (אק./דאט. פון איר)	вам; вас
אייכל ז	трефы, трефовая масть
אייל ¹ וו ־ן	локоть (старая мера длины)
אייל ² מ ־ן	1. масло (жидкое); растительное/постное масло
מאשין־אייל	машинное масло 2. масло жив.
אייל..	спешный, срочный
איילשיקונג	срочный груз
איילבילד ז ־ער	(написанная маслом) картина
איילבערט מ ־ן	олив(к)а, маслина (плод)
אייליק א	маслянистый
אייליק ¹ 1. א	1. срочный; спешный; неотложный 2. поспешный, торопливый
אייליק ¹ 2. אדוו.	1. срочно, спешно, в спешном порядке 2. поспешно, торопливо אייליק ² א זען הייליק
אייל׀ן (געאיילט)	1. торопить 2. торопиться, спешить
ניט געאיילט	не спеша
l איילן זיך	торопиться, спешить
איין 1. צלוורט	один
איין 2. א	1. (один и) тот же, один(аковый)
ס'איז איין געוואַנט	это то же сукно, это тот же материал
איין און ד׀ער זעלב׀ער	тот же самый 2. полный, крайний
אין איינ(ע) שרעק	в крайнем ужасе 3. (только) один; единственный; только
מיט דעם איינעם באַדינג	с этим одним/единственным условием
איין גאָט ווייס	один/только ±ог знает
איינ..	одно..
איינזייטיק	односторонний
איינטראַפיק	односложный איין 1. אדוו.:
יאָר־איין יאָר־אויס	из года в год
גאַס־איין גאַס־אויס	из улицы в улицу
וואַלד־איין וואַלד־אויס	через леса
וויס׀ן* וווּ איין און וווּ אויס	знать все входы и выходы, хорошо ориентироваться в обстановке
ניט וויס׀ן* וווּ איין און וווּ אויס	не знать, как вести себя (быть в замешательстве; совершенно неправильно вести себя)
איין 2. קאָנוו.	придаёт глаголу главным образом значение движения/ проникновения внутрь, напр.:
איינ׀גיס׀ן	влить איינ׀פּאַק׀ן уложить, упаковать, запаковать а также начала действия или состояния, напр.:
איינ׀שלאָפ׀ן	заснуть
איינאויגיק א	одноглазый
איין־אויערדיק א	одноухий איין־און־איינציק א (один-)единственный; (с отрицанием) единый, один אַן איין־און־איינציק קינד (один-)единственный сын
קיין איין־און־איינציק וואָרט	ни одного/ единого слова
איינ׀אָטעמ׀ען (איינגעאָטעמט)	вдыхать; делать вдох
איינ׀אייל׀ן (איינגעאיילט)	смазывать (жидким маслом)
איין־איינציק א	(один-)единственный
איינאַקטער מ ־ס	одноактная пьеса איינ׀אַרבעט׀ן זיך (איינגעאַרבעט זיך) (אין) осваиваться (с какой-л. работой)
איינאָרדענונג וו ־ען	устройство (размещение; приведение в порядок) איינ׀אָרדענ׀ען (איינגעאָרדנט) 1. устраивать (помещать, размещать) 2. устраивать, налаживать, упорядочивать
l איינאָרדענען זיך	устраиваться (располагаться где-л.; налаживать жизнь в каком-л. месте) איינ׀באַלזאַמיר׀ן (איינבאַלזאַמירט) (на)бальзамировать איינ׀באַק׀ן זיך (איינגעבאַקן זיך):
איינבאַקן זיך אין האַרצן	становиться очень дорогим для кого-л., становиться милым/любезным чьему-л. сердцу ער האָט זיך מיר איינגעבאַקן אין האַרצן тж. я очень сильно привязался к нему, я прикипел к нему всем сердцем
איינבאָרטיק א	однобортный
איינ׀בוי׀ען (איינגעבויט)	вставлять, вделывать
איינבונד מ ־ן	переплёт (крышка книги)
איינ׀בייג׀ן (איינגעבויגן)	нагибать, наклонять, склонять, опускать איינבייגן דעם קאָפּ опустить голову
איינבייגן זיך	нагибаться, наклоняться, склоняться איינ׀בייס׀ן (איינגעביסן) אק. 1. надкусывать; раскусывать; впиваться зубами в... 2. начинать, предпринимать 3. одолевать, осиливать, постигать
קוים איינבייסן דאָס ערשטע קאַפּיטל	еле одолеть первую главу
l איינבייסן זיך אין	вцепляться в кого-л. мёртвой хваткой
איינבילדונג וו ־ען	продукт/плод воображения/фантазии איינ׀בילד׀ן זיך (איינגעבילד(ע)ט זיך) воображать, вбивать себе в голову; внушать себе
איינ׀בינד׀ן (איינגעבונדן)	1. переплетать (книгу)
אָפּ׀געב׀ן איינבינדן ביכער	отдать книги в переплёт 2. связывать, увязывать (соединяя вместе, упаковывая)
איינבינדער מ =, ־ס	переплётчик
איינבינדעריי 1. ז	переплётное дело
איינבינדעריי 2. וו ־ען	переплётная мастерская איינ׀בירגער׀ן (איינגעבירגערט) 1. принимать (иностранца) в гражданство, натурализовать 2. перен. внедрять, вкоренять, укоренять, насаждать איינ׀בלאָטיק׀ן (איינגעבלאָטיקט) (за)пачкать; загрязнять
איינבליק מ ־ן (אין)	ознакомление с чем-л., получение общего представления о чём-л.
איינ׀בעט׀ן (איינגעבעטן)	упрашивать, умолять
ניט איינצובעטן	несговорчивый, неуступчивый, непреклонный, неумолимый
איינבעטן זיך ביי	упрашивать, умолять кого-л. מע קען זיך ביי אים ניט איינבעטן у него не допросишься
איינבראָך מ ־ן	перелом; разлом; пролом; взлом איינ׀בראָק׀ן (איינגעבראָקט) אק. (אין) (на)крошить что-л./чего- л. в...
איינ׀ברעכ׀ן (איינגעבראָכן)	1. ломать, взламывать 2. перен. сломить, ломать, сгибать (одолевать, покорять) איינברעכן דעם קעגנערס ווידערשטאַנד сломить сопротивление противника
l איינברעכן זיך	(об)рушиться, обваливаться
איינברעכער מ =, ־ס	взломщик, громила איינ׀ברענג׀ען (איינגעברענגט,
איינגעבראַכט)	1. сберегать, экономить (кому-л.) 2. приносить (доход, выгоду, прибыль и т. п.) 3. избавлять от (необходимости что-л. делать)
איינ׀ברענ׀ען (איינגעברענט)	клеймить, выжигать клеймо
איינגאַנג מ ־ען	вход
איינגאָס, איינגוס מ ־ן	залив איינ׀גיי׀ן* (איז איינגעגאַנגען) убывать, иссякать, таять; хиреть, чахнуть
l איינגיין (אויף)	идти, соглашаться, давать согласие на...
איינגיין אויף אַן אָפּעראַציע	дать согласие на операцию
l איינגיין דאט.	быть приятным, доставлять удовольствие, идти на пользу
ניט איינגיין דאט.	не доставлять удовольствия, не быть милым, не радовать
דאָס לעבן גייט אים ניט איין	ему жизнь не мила
איינגייער מ ־ס (אין, ביי)	чей-л. постоянный гость; завсегдатай чего-л.
זיין אַן (אָפטער) איינגייער אין/ביי	1) часто бывать где-л., у кого-л. 2) быть вхожим к кому-л. איינגעבאַקן א פרעד. דאט. (אין האַרצן) милый/любезный чьему-л. сердцу איינגעבויג_ן א (פּארט. פון איינבייגן) нагнутый, наклонённый; сгорбленный, согнутый
איינגעבויר_ן א	врождённый, прирождённый, природный
איינגעבירגערט א	1. принявший гражданство страны проживания (об иностранце), натурализованный 2. внедрённый, укоренённый
איינ׀געב׀ן* (איינגעגעבן)	1. давать (лекарство) 2. подавать (заявление и т. п.)
איינגעבן אין געריכט (אויף)	подавать в суд на кого-л. 3. внушать; вселять (чувство)
איינגעבן שׂכל [סייכל]	внушать (мысль), советовать, надоумливать, вразумлять ער האָט מיר איינגעגעבן שׂכל, איך זאָל
גיין צו אַ דאָקטער	он надоумил меня пойти к врачу
איינגעבן אַ האָפענונג	вселить надежду
l איינגעבן זיך (דאט.)	удаваться
די אַרבעט האָט זיך מיר איינגעגעבן	работа мне удалась
l איינגעבן זיך אומפּ. דאט. צו אינפ.	удаваться; посчастливиться מיר האָט זיך איינגעגעבן צו קריגן
אַ בילעט אויף דער פאָרשטעלונג	мне удалось/посчастливилось достать билет на представление איינגעבעט_ן א (פּארט. פון איינבעטן) напросившийся איינגעבראָכ_ן א (פּארט. פון איינברעכן) 1. сломанный אן איינגעבראָכענעם נאָגל קאָן מען ניט
אויסגלייכן	посл. горбатого могила исправит 2. сломленный, внутренне надломленный
איינגעגלייבט א	уверовавший, исполненный веры
איינגעגלייבט אין זיך	самоуверенный, самонадеянный; самодовольный; тщеславный
זיין* איינגעגלייבט אין	слепо доверять кому-л. איינגעגעב_ן א (פּארט. פון איינגעבן) удавшийся, удачный איינגעגעס_ן א (פּארט. פון איינעסן זיך) 1. надоедливый, назойливый; напористый 2. неотвязный, постылый
איינגעדאַרט א	иссохший, исхудалый; усохший
איינגעדאַרט ווער׀ן	(ис)сохнуть; сильно (по)худеть, исхудать; усыхать איינגעהאַלט_ן 1. א (פּארט. פון איינהאַלטן) 1. воздержанный 2. сдержанный (владеющий собой; ровный, без резкостей) 3. подавляемый, сдерживаемый, сдержанный; затаённый
אַן איינגעהאַלטן געלעכטער	сдержанный смех
מיט איינגעהאַלטענעם אָטעם	затаив дыхание; не дыша, чуть дыша איינגעהאַלטן 2. אדוו. (פּארט. פון איינהאַלטן) сдержанно
איינגעהאַלטנקייט וו	1. воздержание, воздержанность 2. сдержанность
איינגעהאַקט א	нарубленный איינגעהאַקטע פּאַטלאַזשאַנעס баклажанная икра איינגעהאָרבט, איינגעהויקערט א сгорбленный, сутулый
